,smiles,CircularFingerprint
1763,CCOP(=S)(OCC)OCCSCC,[0. 0. 0. ... 0. 0. 0.]
1764,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1765,CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,[0. 0. 0. ... 0. 0. 0.]
1766,CCOP(=S)(OCC)OP(=S)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
1767,CCOP(=S)(OCC)SC(C#N)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
1768,CCOP(=S)(OCC)SC(=CC(=O)OC)C(=O)OC,[0. 0. 0. ... 0. 0. 0.]
1769,CCOP(=S)(OCC)SC(C(=O)OCCF)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
1770,CCOP(=S)(OCC)SC(c1ccccc1)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
1771,CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O,[0. 1. 0. ... 0. 0. 0.]
1772,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,[0. 1. 0. ... 0. 0. 0.]
1773,CCOP(=S)(OCC)Sc1ccc(C)cc1,[0. 0. 0. ... 0. 0. 0.]
1774,CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,[0. 0. 0. ... 0. 0. 0.]
1775,CCOP(=S)(OCC)SC1CCC2C=CCC1S2,[0. 0. 0. ... 0. 0. 0.]
1776,CCOP(=S)(OCC)SC1CCOC1=O,[0. 0. 0. ... 0. 0. 0.]
1777,CCOP(=S)(OCC)SC1CCSC1,[0. 0. 0. ... 0. 0. 0.]
1778,CCOP(=S)(OCC)SC1COCCS1,[0. 0. 0. ... 0. 0. 0.]
1779,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
1780,CCOP(=S)(OCC)SCC(=O)N(C)C(N)=O,[0. 0. 0. ... 0. 0. 0.]
1781,C=CCN(CC=C)C(=O)CSP(=S)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
1782,CCOP(=S)(OCC)SCC(=O)N(CCC#N)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1783,CCOP(=S)(OCC)SCC(=O)NC(C)C,[0. 1. 0. ... 0. 0. 0.]
1784,CCOP(=S)(OCC)SCC(=O)OC,[0. 0. 0. ... 0. 0. 0.]
1785,CCOP(=S)(OCC)SCC(N)=O,[0. 0. 0. ... 0. 0. 0.]
1786,CCOP(=S)(OCC)SCc1cccc([N+](=O)[O-])c1,[0. 0. 0. ... 0. 0. 0.]
1787,CCOP(=S)(OCC)SCc1ccc([N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
1788,CCOP(=S)(OCC)SCCC(F)=C(F)F,[0. 0. 0. ... 0. 0. 0.]
1789,CCOP(=S)(OCC)SCCl,[0. 0. 0. ... 0. 0. 0.]
1790,CCOP(=S)(OCC)SCCS(=O)(=O)CC,[0. 0. 0. ... 0. 0. 0.]
1791,CCOP(=S)(OCC)SCCS(=O)CC,[0. 0. 0. ... 0. 0. 0.]
1792,CCOP(=S)(OCC)SCCSCC,[0. 0. 0. ... 0. 0. 0.]
1793,CCOP(=S)(OCC)SCCSCC(=O)NC,[0. 0. 0. ... 0. 0. 0.]
1794,CCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,[0. 0. 0. ... 0. 0. 0.]
1795,CCOP(=S)(OCC)SCN1C(=O)CSC1=O,[0. 0. 0. ... 0. 0. 0.]
1796,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,[0. 0. 0. ... 0. 0. 0.]
1797,CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,[0. 0. 0. ... 0. 0. 0.]
1798,CCOP(=S)(OCC)SCn1c(=O)sc2ccccc21,[0. 0. 0. ... 0. 0. 0.]
1799,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,[0. 0. 0. ... 0. 0. 0.]
1800,CCOP(=S)(OCC)SCS(=O)(=O)CC,[0. 0. 0. ... 0. 0. 0.]
1801,CCOP(=S)(OCC)SCS(=O)CC,[0. 0. 0. ... 0. 0. 0.]
1802,CCOP(=S)(OCC)SCSC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
1803,CCOP(=S)(OCC)SCSC(C)C,[0. 1. 0. ... 0. 0. 0.]
1804,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1805,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1806,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1807,CCOP(=S)(OCC)SCSCC,[0. 0. 0. ... 0. 0. 0.]
1808,CCOP(=S)(OCC)SCSCc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1809,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
1810,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
1811,CCOP(=S)(SCC)SCC,[0. 0. 0. ... 0. 0. 0.]
1812,CCOP(C)(=O)SCCN(C)C,[0. 0. 0. ... 0. 0. 0.]
1813,CCOP(C)(=S)Oc1ccc2ncccc2c1,[0. 0. 0. ... 0. 0. 0.]
1814,CCOP(=O)(Cl)OCC,[0. 0. 0. ... 0. 0. 0.]
1815,CCOP(=S)(Cl)OCC,[0. 0. 0. ... 0. 0. 0.]
1816,CCOP(=S)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1817,CCOP(N)(=O)SC,[0. 0. 0. ... 0. 0. 0.]
1818,CCOP(=O)(O)Sc1ccc(C)cc1,[0. 0. 0. ... 0. 0. 0.]
1819,CCOC(=O)C(OP(OCC)OCC)C(C)=O,[0. 1. 0. ... 0. 0. 0.]
1820,CCOP(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
1821,CCOP(=S)(S)OCC,[0. 0. 0. ... 0. 0. 0.]
1822,CCOS(=O)(=O)OCC,[0. 0. 0. ... 0. 0. 0.]
1823,CCP(=O)(OC)Oc1ccc(C)cc1,[0. 0. 0. ... 0. 0. 0.]
1824,CCP(=O)(OC)Oc1ccc(C#N)cc1,[0. 0. 0. ... 0. 0. 0.]
1825,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
1826,CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,[0. 0. 0. ... 0. 0. 0.]
1827,CCP(=O)(OC)Oc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1828,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
1829,CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,[0. 1. 0. ... 0. 0. 0.]
1830,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
1831,CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,[0. 0. 0. ... 0. 0. 0.]
1832,CCP(=S)(OC)Sc1ccc(C)cc1,[0. 0. 0. ... 0. 0. 0.]
1833,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,[0. 0. 0. ... 0. 0. 0.]
1834,CCP(=S)(OC)Sc1ccc(Cl)c(C)c1,[0. 0. 0. ... 0. 0. 0.]
1835,CCP(=S)(OC)Sc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1836,CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,[0. 0. 0. ... 0. 0. 0.]
1837,CCP(=S)(OC)SCSCSP(=S)(CC)OC,[0. 0. 0. ... 0. 0. 0.]
1838,CCP(=S)(OCC(C)C)Sc1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
1839,CCP(=S)(OCC(C)C)SCN1C(=O)c2ccccc2C1=O,[0. 1. 0. ... 0. 0. 0.]
1840,CCP(=S)(OCCCl)Oc1ccc(C#N)cc1,[0. 0. 0. ... 0. 0. 0.]
1841,CCS,[0. 0. 0. ... 0. 0. 0.]
1842,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,[0. 0. 0. ... 0. 0. 0.]
1843,CCS(=O)(=O)CCOP(=S)(OC)OC,[0. 0. 0. ... 0. 1. 0.]
1844,CCS(=O)(=O)CCSP(=O)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1845,CCS(=O)CC(C)SP(=O)(OC)OC,[0. 1. 0. ... 0. 0. 0.]
1846,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1847,CCS(=O)CCOP(=S)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1848,CCS(=O)CCSP(=O)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1849,CCS(=O)CCSP(=S)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1850,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
1851,CCSC(=O)N(CC(C)C)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
1852,CCSC(=O)N(CC)C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
1853,CCSC(=O)N(CC)CC,[0. 0. 0. ... 0. 0. 0.]
1854,CCSC(=O)N1CCCCCC1,[0. 0. 1. ... 0. 0. 0.]
1855,CCSC(=O)NC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
1856,CCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
1857,CCSC(=S)N(C)C,[0. 0. 0. ... 0. 0. 0.]
1858,CCSC(SCC)c1ccccc1OC(=O)NC,[0. 1. 0. ... 0. 0. 0.]
1859,CCSc1nc(NC(C)C)nc(NC(C)C)n1,[0. 1. 0. ... 0. 0. 0.]
1860,CCSCc1ccccc1OC(=O)NC,[0. 0. 0. ... 0. 0. 0.]
1861,CCSCCCl,[0. 0. 0. ... 0. 0. 0.]
1862,C=COCCSCC,[0. 0. 0. ... 0. 0. 0.]
1863,CCSCCOP(=S)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1864,CCSCCSP(=O)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1865,CCSCCSP(=S)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
1866,CCSP(=O)(CC)SCC,[0. 0. 0. ... 0. 0. 0.]
1867,CCSP(=O)(CCl)SCC,[0. 0. 0. ... 0. 0. 0.]
1868,CCSP(SCC)SCC,[0. 0. 0. ... 0. 0. 0.]
1869,C=C[Si](Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1870,Cl[Si](Cl)(Cl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1871,N#CCCC[Si](Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1872,C=C(Cl)C(Cl)=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1873,C=CC(=C)Cl,[0. 0. 0. ... 0. 0. 0.]
1874,C=C(Cl)c1ccc([N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
1875,O=C(Cl)C(Br)CBr,[0. 1. 0. ... 0. 0. 0.]
1876,O=C(Cl)C(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1877,O=C(Cl)C=CC(=O)Cl,[0. 0. 0. ... 0. 0. 0.]
1878,O=C(Cl)c1cccc(C(=O)Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1879,O=C(Cl)c1cccc([N+](=O)[O-])c1,[0. 0. 0. ... 0. 0. 0.]
1880,O=C(Cl)Oc1cccc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
1881,C=CCOC(=O)Cl,[0. 0. 0. ... 0. 0. 0.]
1882,ClC(Br)Br,[0. 1. 0. ... 0. 0. 0.]
1883,N#CC(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1884,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1885,ClC(Cl)(Cl)C(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1886,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1887,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1888,ClC(Cl)(Cl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1889,ClC(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1890,O=C(OCC(Cl)(Cl)Cl)c1ccco1,[0. 0. 0. ... 0. 0. 0.]
1891,O=[N+]([O-])C(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1892,C=CCSC(=S)SC(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1893,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1894,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1895,ClC(Cl)(Cl)Sn1cccn1,[0. 0. 0. ... 0. 0. 0.]
1896,C=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1897,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1898,C=CC(Cl)=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1899,ClC(Cl)=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1900,S=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1901,ClC(Cl)Br,[0. 1. 0. ... 0. 0. 0.]
1902,N#CC(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1903,C=CCN(CC=C)C(=O)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1904,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,[0. 1. 0. ... 0. 0. 0.]
1905,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1906,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
1907,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1908,O=C(Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1909,ClC(Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1910,ClC(Cl)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
1911,ClC(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1912,O=S(=O)(SC(Cl)(Cl)Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
1913,C=CCl,[0. 0. 0. ... 0. 0. 0.]
1914,ClC=C(Cl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1915,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,[0. 0. 0. ... 0. 0. 0.]
1916,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,[0. 0. 0. ... 0. 0. 0.]
1917,O=[N+]([O-])c1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1918,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,[0. 0. 0. ... 0. 0. 0.]
1919,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,[0. 1. 0. ... 0. 0. 0.]
1920,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1921,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,[0. 0. 0. ... 0. 0. 0.]
1922,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1923,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1924,Clc1ccc(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1925,Clc1sc(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1926,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,[0. 0. 0. ... 0. 0. 0.]
1927,Clc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1928,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1929,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1930,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1931,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1932,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,[0. 0. 0. ... 0. 0. 0.]
1933,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,[0. 0. 0. ... 0. 0. 0.]
1934,Clc1cccc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
1935,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1936,O=[N+]([O-])c1cccc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1937,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[0. 0. 0. ... 0. 0. 0.]
1938,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1939,Clc1cc(Cl)c(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1940,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
1941,Clc1ccc(Cl)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1942,Clc1cc(Cl)c(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
1943,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,[0. 0. 0. ... 1. 0. 0.]
1944,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1945,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1946,O=c1[nH]c2c(Cl)c(Cl)cc(Cl)c2o1,[0. 0. 0. ... 0. 0. 0.]
1947,Clc1cc(Cl)cc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
1948,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1949,O=C(c1ccc(Cl)cc1)c1ccccc1-c1ncc[nH]1,[0. 0. 0. ... 0. 0. 0.]
1950,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
1951,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,[0. 1. 1. ... 0. 0. 0.]
1952,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,[0. 0. 0. ... 0. 0. 0.]
1953,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1954,O=[N+]([O-])c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1955,O=C1C=CC(=O)N1c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1956,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
1957,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1958,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,[0. 0. 1. ... 0. 0. 0.]
1959,C=CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1960,O=S(=O)(Cl)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1961,O=Cc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1962,Clc1ccc(Cc2ccc(Cl)cc2)cc1,[0. 0. 0. ... 0. 0. 0.]
1963,O=[N+]([O-])c1cc(Cl)ccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1964,Clc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1965,Clc1ccc(CSc2ccc(Cl)cc2)cc1,[0. 0. 0. ... 0. 0. 0.]
1966,O=CNc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1967,Clc1ccc(OCOc2ccc(Cl)cc2)cc1,[0. 0. 0. ... 0. 0. 0.]
1968,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1969,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1970,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1971,Clc1ccc(SN=Nc2cc(Cl)c(Cl)cc2Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
1972,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,[0. 0. 0. ... 0. 1. 0.]
1973,O=c1[nH]c2cc(Cl)ccc2o1,[0. 0. 0. ... 0. 0. 0.]
1974,S=c1[nH]c2cc(Cl)ccc2o1,[0. 0. 0. ... 0. 0. 0.]
1975,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,[0. 0. 0. ... 0. 0. 0.]
1976,Clc1cccc(C(Cl)(Cl)Cl)n1,[0. 0. 0. ... 0. 0. 0.]
1977,N#Cc1c(Cl)cccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1978,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1979,Clc1cccc(Cl)c1N=C1NCCN1,[0. 0. 0. ... 0. 0. 0.]
1980,Clc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
1981,N#CC(C#N)=Cc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
1982,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,[0. 0. 0. ... 0. 0. 0.]
1983,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,[0. 0. 0. ... 0. 0. 0.]
1984,O=c1[nH]c2ccc(Cl)cc2o1,[0. 0. 0. ... 0. 0. 0.]
1985,O=c1[nH]c2cc(Cl)c(Br)cc2o1,[0. 0. 0. ... 0. 0. 0.]
1986,Clc1ccc2ocnc2c1,[0. 0. 0. ... 0. 0. 0.]
1987,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,[0. 0. 0. ... 0. 0. 0.]
1988,O=C1OC(=O)C2CC(Cl)=CCC12,[0. 0. 0. ... 0. 0. 0.]
1989,Clc1nc(Cl)nc(Cl)n1,[0. 0. 0. ... 0. 0. 0.]
1990,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,[0. 0. 0. ... 0. 0. 0.]
1991,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,[0. 0. 0. ... 0. 0. 0.]
1992,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1993,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1994,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1995,ClC1CCC2SC1CCC2Cl,[0. 0. 1. ... 0. 0. 0.]
1996,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1997,ClC1OCCOC1Cl,[0. 0. 0. ... 0. 0. 0.]
1998,ClCBr,[0. 0. 0. ... 0. 0. 0.]
1999,O=C(Nc1cccc(Cl)c1)OCC#CCCl,[0. 0. 0. ... 0. 0. 0.]
2000,N#CCCl,[0. 0. 0. ... 0. 0. 0.]
2001,O=C(CCl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
2002,ClCC(Br)CBr,[0. 1. 0. ... 0. 0. 0.]
2003,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,[0. 1. 0. ... 0. 0. 0.]
2004,O=CC(Cl)(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
2005,C=C(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
2006,ClCC(Cl)=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
2007,ClC=C(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
2008,ClCC(Cl)C(Cl)CCl,[0. 1. 0. ... 0. 0. 0.]
2009,O=CC(Cl)CCl,[0. 1. 0. ... 0. 0. 0.]
2010,ClCC(Cl)CCl,[0. 1. 0. ... 1. 0. 0.]
2011,ClCC(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
2012,O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl,[0. 1. 0. ... 0. 0. 0.]
2013,O=S(=O)(C(Cl)CCl)C(Cl)CCl,[0. 1. 0. ... 0. 0. 0.]
2014,C=CCCl,[0. 0. 0. ... 0. 0. 0.]
2015,ClCC=CCCl,[0. 0. 0. ... 0. 0. 0.]
2016,ClC=CCCl,[0. 0. 0. ... 0. 0. 0.]
2017,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,[0. 0. 0. ... 0. 0. 0.]
2018,O=CCCl,[0. 0. 0. ... 0. 0. 0.]
2019,ClCC1(CCl)COC1,[0. 0. 0. ... 0. 0. 0.]
2020,ClCc1ccc(CCl)cc1,[0. 0. 0. ... 0. 0. 0.]
2021,ClCc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
2022,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
2023,ClCC1OC1CCl,[0. 0. 0. ... 0. 0. 0.]
2024,ClCCBr,[0. 0. 0. ... 0. 0. 0.]
2025,N#CCCCl,[0. 0. 0. ... 0. 0. 0.]
2026,O=C1NC(CCCl)Oc2ccccc21,[0. 0. 0. ... 0. 0. 0.]
2027,ClCCCBr,[0. 0. 0. ... 0. 0. 0.]
2028,ClCCCl,[0. 0. 0. ... 0. 0. 0.]
2029,O=[N+]([O-])c1ccc(OP(=O)(OCCCCl)OCCCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
2030,ClCCl,[0. 0. 0. ... 0. 0. 0.]
2031,ClCCN(Cc1ccccc1)Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
2032,ClCCN(CCCl)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
2033,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,[0. 0. 0. ... 0. 0. 0.]
2034,ClCCN(CCCl)CCCl,[0. 0. 0. ... 0. 0. 0.]
