,compound_name,species,smiles,rat_LD50,units,source
1846,"Phosphoric acid, 2,2-dichlorovinyl 2-(ethylsulfinyl)ethyl methyl ester",Rat,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,-3.452,log(mol/kg),https://doi.org/10.1021/tx900189p
1847,"Phosphorothioic acid, O-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",Rat,CCS(=O)CCOP(=S)(OC)OC,-2.613,log(mol/kg),https://doi.org/10.1021/tx900189p
1848,"Phosphorothioic acid, S-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",Rat,CCS(=O)CCSP(=O)(OC)OC,-3.914,log(mol/kg),https://doi.org/10.1021/tx900189p
1849,"Phosphorodithioic acid, S-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",Rat,CCS(=O)CCSP(=S)(OC)OC,-3.419,log(mol/kg),https://doi.org/10.1021/tx900189p
1850,"Phosphorodithioic acid, S-((ethylsulfinyl)methyl) O,O-bis(1-methyl) ester",Rat,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,-4.086,log(mol/kg),https://doi.org/10.1021/tx900189p
1851,"Carbamothioic acid, bis(2-methylpropyl)-, S-ethyl ester",Rat,CCSC(=O)N(CC(C)C)CC(C)C,-1.735,log(mol/kg),https://doi.org/10.1021/tx900189p
1852,"Cyclohexanecarbamic acid, N-ethylthio-, S-ethyl ester",Rat,CCSC(=O)N(CC)C1CCCCC1,-2.108,log(mol/kg),https://doi.org/10.1021/tx900189p
1853,"Carbamothioic acid, diethyl-, S-ethyl ester (9CI)",Rat,CCSC(=O)N(CC)CC,-2.605,log(mol/kg),https://doi.org/10.1021/tx900189p
1854,"1H-Azepine-1-carbothioic acid, hexahydro-, S-ethyl ester",Rat,CCSC(=O)N1CCCCCC1,-2.7060000000000004,log(mol/kg),https://doi.org/10.1021/tx900189p
1855,"Cyclohexanecarbamic acid, thio-, S-ethyl ester",Rat,CCSC(=O)NC1CCCCC1,-1.825,log(mol/kg),https://doi.org/10.1021/tx900189p
1856,"Carbonic acid, thio-, O-(2-sec-butyl-4,6-dinitrophenyl) S-ethyl ester",Rat,CCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.349,log(mol/kg),https://doi.org/10.1021/tx900189p
1857,"Carbamodithioic acid, dimethyl-, ethyl ester (9CI)",Rat,CCSC(=S)N(C)C,-2.434,log(mol/kg),https://doi.org/10.1021/tx900189p
1858,"Carbamic acid, methyl-, ester with salicylaldehyde, diethyl mercaptal",Rat,CCSC(SCC)c1ccccc1OC(=O)NC,-2.757,log(mol/kg),https://doi.org/10.1021/tx900189p
1859,"1,3,5-Triazine-2,4-diamine, N,N'-bis(1-methylethyl)-6-(ethylthio)- (9CI)",Rat,CCSc1nc(NC(C)C)nc(NC(C)C)n1,-1.816,log(mol/kg),https://doi.org/10.1021/tx900189p
1860,"Carbamic acid, methyl-, alpha-(ethylthio)-o-tolyl ester (8CI)",Rat,CCSCc1ccccc1OC(=O)NC,-3.052,log(mol/kg),https://doi.org/10.1021/tx900189p
1861,"Sulfide, 2-chloroethyl ethyl (8CI)",Rat,CCSCCCl,-2.694,log(mol/kg),https://doi.org/10.1021/tx900189p
1862,"Ether, 2-(ethylthio)ethyl vinyl",Rat,C=COCCSCC,-1.429,log(mol/kg),https://doi.org/10.1021/tx900189p
1863,"Phosphorothioic acid, O-(2-(ethylthio)ethyl) O,O-dimethyl ester",Rat,CCSCCOP(=S)(OC)OC,-3.487,log(mol/kg),https://doi.org/10.1021/tx900189p
1864,"Phosphorothioic acid, S-(2-(ethylthio)ethyl) O,O-dimethyl ester",Rat,CCSCCSP(=O)(OC)OC,-3.76,log(mol/kg),https://doi.org/10.1021/tx900189p
1865,"Phosphorodithioic acid, S-(2-(ethylthio)ethyl) O,O-dimethyl ester",Rat,CCSCCSP(=S)(OC)OC,-3.789,log(mol/kg),https://doi.org/10.1021/tx900189p
1866,"Phosphonodithioic acid, ethyl-, S,S-diethyl ester",Rat,CCSP(=O)(CC)SCC,-3.82,log(mol/kg),https://doi.org/10.1021/tx900189p
1867,"Phosphonodithioic acid, chloromethyl-, S,S-diethyl ester",Rat,CCSP(=O)(CCl)SCC,-3.796,log(mol/kg),https://doi.org/10.1021/tx900189p
1868,"Phosphorotrithious acid, triethyl ester",Rat,CCSP(SCC)SCC,-2.781,log(mol/kg),https://doi.org/10.1021/tx900189p
1869,"Silane, trichlorovinyl- (8CI)",Rat,C=C[Si](Cl)(Cl)Cl,-2.101,log(mol/kg),https://doi.org/10.1021/tx900189p
1870,"Silane, trichlorophenyl-",Rat,Cl[Si](Cl)(Cl)c1ccccc1,-1.947,log(mol/kg),https://doi.org/10.1021/tx900189p
1871,"Butanenitrile, 4-(trichlorosilyl)-",Rat,N#CCCC[Si](Cl)(Cl)Cl,-1.855,log(mol/kg),https://doi.org/10.1021/tx900189p
1872,"1,3-Butadiene, 1,1,2,3-tetrachloro-",Rat,C=C(Cl)C(Cl)=C(Cl)Cl,-2.659,log(mol/kg),https://doi.org/10.1021/tx900189p
1873,"1,3-Butadiene, 2-chloro-",Rat,C=CC(=C)Cl,-2.294,log(mol/kg),https://doi.org/10.1021/tx900189p
1874,"Styrene, alpha-chloro-p-nitro-",Rat,C=C(Cl)c1ccc([N+](=O)[O-])cc1,-2.4130000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
1875,"Propanoyl chloride, 2,3-dibromo- (9CI)",Rat,O=C(Cl)C(Br)CBr,-2.319,log(mol/kg),https://doi.org/10.1021/tx900189p
1876,"Acetyl chloride, trichloro-",Rat,O=C(Cl)C(Cl)(Cl)Cl,-2.482,log(mol/kg),https://doi.org/10.1021/tx900189p
1877,"2-Butenedioyl dichloride, (2E)-",Rat,O=C(Cl)C=CC(=O)Cl,-2.276,log(mol/kg),https://doi.org/10.1021/tx900189p
1878,"1,3-Benzenedicarbonyl dichloride",Rat,O=C(Cl)c1cccc(C(=O)Cl)c1,-1.965,log(mol/kg),https://doi.org/10.1021/tx900189p
1879,"Benzoyl chloride, 3-nitro-",Rat,O=C(Cl)c1cccc([N+](=O)[O-])c1,-1.878,log(mol/kg),https://doi.org/10.1021/tx900189p
1880,"Carbonochloridic acid, 1-naphthalenyl ester",Rat,O=C(Cl)Oc1cccc2ccccc12,-1.909,log(mol/kg),https://doi.org/10.1021/tx900189p
1881,"Carbonochloridic acid, 2-propenyl ester",Rat,C=CCOC(=O)Cl,-2.694,log(mol/kg),https://doi.org/10.1021/tx900189p
1882,"Methane, chlorodibromo-",Rat,ClC(Br)Br,-2.39,log(mol/kg),https://doi.org/10.1021/tx900189p
1883,"Acetonitrile, trichloro-",Rat,N#CC(Cl)(Cl)Cl,-2.762,log(mol/kg),https://doi.org/10.1021/tx900189p
1884,"2-Propanone, 1,1,1,3,3,3-hexachloro-",Rat,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,-3.043,log(mol/kg),https://doi.org/10.1021/tx900189p
1885,"Ethane, hexachloro-",Rat,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-1.725,log(mol/kg),https://doi.org/10.1021/tx900189p
1886,"Formamide, N,N'-(1,4-piperazinediylbis(2,2,2-trichloroethylidene))bis-",Rat,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,-1.86,log(mol/kg),https://doi.org/10.1021/tx900189p
1887,"p-Xylene, alpha,alpha,alpha,alpha',alpha',alpha'-hexachloro-",Rat,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,-1.99,log(mol/kg),https://doi.org/10.1021/tx900189p
1888,"Toluene, alpha,alpha,alpha-trichloro-",Rat,ClC(Cl)(Cl)c1ccccc1,-1.513,log(mol/kg),https://doi.org/10.1021/tx900189p
1889,"Methane, tetrachloro-",Rat,ClC(Cl)(Cl)Cl,-1.816,log(mol/kg),https://doi.org/10.1021/tx900189p
1890,"2-Furoic acid, 2,2,2-trichloroethyl ester",Rat,O=C(OCC(Cl)(Cl)Cl)c1ccco1,-2.608,log(mol/kg),https://doi.org/10.1021/tx900189p
1891,"Methane, trichloronitro-",Rat,O=[N+]([O-])C(Cl)(Cl)Cl,-2.818,log(mol/kg),https://doi.org/10.1021/tx900189p
1892,"Carbonotrithioic acid, 2-propenyltrichloromethyl ester",Rat,C=CCSC(=S)SC(Cl)(Cl)Cl,-2.089,log(mol/kg),https://doi.org/10.1021/tx900189p
1893,"1H-Isoindole-1,3(2H)-dione, 2-((trichloromethyl)thio)-",Rat,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,-1.595,log(mol/kg),https://doi.org/10.1021/tx900189p
1894,"1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-2-((trichloromethyl)thio)-",Rat,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-1.524,log(mol/kg),https://doi.org/10.1021/tx900189p
1895,"Pyrazole, 1-((trichloromethyl)thio)-",Rat,ClC(Cl)(Cl)Sn1cccn1,-2.793,log(mol/kg),https://doi.org/10.1021/tx900189p
1896,"1,1-Dichloroethene (9CI)",Rat,C=C(Cl)Cl,-2.685,log(mol/kg),https://doi.org/10.1021/tx900189p
1897,"1,3-Butadiene, 1,1,2,3,4,4-hexachloro-",Rat,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-3.462,log(mol/kg),https://doi.org/10.1021/tx900189p
1898,"1,3-Butadiene, 1,1,2-trichloro-",Rat,C=CC(Cl)=C(Cl)Cl,-2.365,log(mol/kg),https://doi.org/10.1021/tx900189p
1899,"1,1,2,2-Tetrachloroethylene",Rat,ClC(Cl)=C(Cl)Cl,-1.8,log(mol/kg),https://doi.org/10.1021/tx900189p
1900,Carbonothioic dichloride,Rat,S=C(Cl)Cl,-2.093,log(mol/kg),https://doi.org/10.1021/tx900189p
1901,"Methane, bromodichloro-",Rat,ClC(Cl)Br,-2.252,log(mol/kg),https://doi.org/10.1021/tx900189p
1902,"Acetonitrile, dichloro-",Rat,N#CC(Cl)Cl,-2.523,log(mol/kg),https://doi.org/10.1021/tx900189p
1903,"Acetamide, 2,2-dichloro-N,N-di-2-propenyl-",Rat,C=CCN(CC=C)C(=O)C(Cl)Cl,-2.017,log(mol/kg),https://doi.org/10.1021/tx900189p
1904,"Acetamide, 2,2-dichloro-N-(3-chloro-1,4-dihydro-1,4-dioxo-2-naphthyl)-",Rat,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,-1.435,log(mol/kg),https://doi.org/10.1021/tx900189p
1905,"Acetic acid, dichloro-, anhydride",Rat,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl,-1.93,log(mol/kg),https://doi.org/10.1021/tx900189p
1906,"Benzene, 1,1'-(2,2-dichloroethylidene)bis(4-chloro- (9CI)",Rat,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-3.452,log(mol/kg),https://doi.org/10.1021/tx900189p
1907,"1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-2-((1,1,2,2-tetrachloroethyl)thio)- (9CI)",Rat,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-2.145,log(mol/kg),https://doi.org/10.1021/tx900189p
1908,"Acetyl chloride, dichloro-",Rat,O=C(Cl)C(Cl)Cl,-1.778,log(mol/kg),https://doi.org/10.1021/tx900189p
1909,"Ethane, 1,1,2,2-tetrachloro-",Rat,ClC(Cl)C(Cl)Cl,-2.322,log(mol/kg),https://doi.org/10.1021/tx900189p
1910,"Toluene, alpha,alpha-dichloro- (8CI)",Rat,ClC(Cl)c1ccccc1,-1.695,log(mol/kg),https://doi.org/10.1021/tx900189p
1911,"Methane, trichloro-",Rat,ClC(Cl)Cl,-2.119,log(mol/kg),https://doi.org/10.1021/tx900189p
1912,"Sulfone, dichloromethyl trichloromethylthio",Rat,O=S(=O)(SC(Cl)(Cl)Cl)C(Cl)Cl,-1.916,log(mol/kg),https://doi.org/10.1021/tx900189p
1913,"Ethylene, chloro-",Rat,C=CCl,-2.097,log(mol/kg),https://doi.org/10.1021/tx900189p
1914,"Benzene, (1,2-dichloroethenyl)-",Rat,ClC=C(Cl)c1ccccc1,-1.636,log(mol/kg),https://doi.org/10.1021/tx900189p
1915,"Benzene, 1-chloro-2,4-dinitro-",Rat,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,-2.277,log(mol/kg),https://doi.org/10.1021/tx900189p
1916,1-((2-Chlorophenyl)diphenylmethyl)-1H-imidazole (9CI),Rat,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,-2.688,log(mol/kg),https://doi.org/10.1021/tx900189p
1917,"Benzene, 1-chloro-2-nitro-",Rat,O=[N+]([O-])c1ccccc1Cl,-2.769,log(mol/kg),https://doi.org/10.1021/tx900189p
1918,"2,5-Cyclohexadiene-1,4-dione, 2,3,5,6-tetrachloro-",Rat,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,-1.789,log(mol/kg),https://doi.org/10.1021/tx900189p
1919,"1,4-Naphthalenedione, 2,3-dichloro-",Rat,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,-3.152,log(mol/kg),https://doi.org/10.1021/tx900189p
1920,"1,3-Benzenedicarbonitrile, 2,4,5,6-tetrachloro-",Rat,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-1.425,log(mol/kg),https://doi.org/10.1021/tx900189p
1921,"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-",Rat,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-2.322,log(mol/kg),https://doi.org/10.1021/tx900189p
1922,"Benzene, pentachloronitro-",Rat,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2.4290000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
1923,"Benzene, hexachloro-",Rat,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-1.455,log(mol/kg),https://doi.org/10.1021/tx900189p
1924,"Benzene, 1,2,3,4-tetrachloro-",Rat,Clc1ccc(Cl)c(Cl)c1Cl,-2.267,log(mol/kg),https://doi.org/10.1021/tx900189p
1925,"Thiophene, 2,3,4,5-tetrachloro-",Rat,Clc1sc(Cl)c(Cl)c1Cl,-3.5010000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
1926,"Cyclopropanecarboxanilide, 3',4'-dichloro-",Rat,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,-3.029,log(mol/kg),https://doi.org/10.1021/tx900189p
1927,"Benzene, 1,2-dichloro-",Rat,Clc1ccccc1Cl,-2.468,log(mol/kg),https://doi.org/10.1021/tx900189p
1928,"Bicyclo(2.2.1)hept-2-ene, 5-(bromomethyl)-1,2,3,4,7,7-hexachloro-",Rat,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,-1.4980000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
1929,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8a-hexahydro-, endo,exo-",Rat,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-3.971,log(mol/kg),https://doi.org/10.1021/tx900189p
1930,"5-Norbornene-2,3-dimethanol, 1,4,5,6,7,7-hexachloro-, cyclic sulfate",Rat,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-4.371,log(mol/kg),https://doi.org/10.1021/tx900189p
1931,"6,9-Methano-2,4,3-benzodioxathiepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-, 3-oxide",Rat,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-4.354,log(mol/kg),https://doi.org/10.1021/tx900189p
1932,"Dibenzo-p-dioxin, 1,2,3,4,6,7,8,9-octachloro-",Rat,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-5.6629999999999985,log(mol/kg),https://doi.org/10.1021/tx900189p
1933,"Dibenzo-p-dioxin, 1,2,3,4-tetrachloro-",Rat,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,-8.605,log(mol/kg),https://doi.org/10.1021/tx900189p
1934,"Naphthalene, 1-chloro-",Rat,Clc1cccc2ccccc12,-2.024,log(mol/kg),https://doi.org/10.1021/tx900189p
1935,"Succinimide, N-(3,5-dichlorophenyl)-",Rat,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,-2.438,log(mol/kg),https://doi.org/10.1021/tx900189p
1936,"Benzene, 1-chloro-3-nitro-",Rat,O=[N+]([O-])c1cccc(Cl)c1,-2.574,log(mol/kg),https://doi.org/10.1021/tx900189p
1937,"1,2,4-Triazolo(4,3-a)pyridin-3(2H)-one, 2-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-",Rat,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,-2.732,log(mol/kg),https://doi.org/10.1021/tx900189p
1938,"Benzene, 1,2,4,5-tetrachloro-3-nitro-",Rat,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,-1.541,log(mol/kg),https://doi.org/10.1021/tx900189p
1939,"Benzene, 1,2,3,5-tetrachloro-",Rat,Clc1cc(Cl)c(Cl)c(Cl)c1,-2.097,log(mol/kg),https://doi.org/10.1021/tx900189p
1940,"Benzene, pentachloro-",Rat,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-2.365,log(mol/kg),https://doi.org/10.1021/tx900189p
1941,"Benzene, 1,2,4-trichloro-",Rat,Clc1ccc(Cl)c(Cl)c1,-2.38,log(mol/kg),https://doi.org/10.1021/tx900189p
1942,"Benzene, 1,2,4,5-tetrachloro-",Rat,Clc1cc(Cl)c(Cl)cc1Cl,-2.158,log(mol/kg),https://doi.org/10.1021/tx900189p
1943,"Ether, p-nitrophenyl 2,4,6-trichlorophenyl",Rat,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-1.47,log(mol/kg),https://doi.org/10.1021/tx900189p
1944,"Benzene, 2,4-dichloro-1-(4-nitrophenoxy)-",Rat,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-2.584,log(mol/kg),https://doi.org/10.1021/tx900189p
1945,"Phenol, 2,4-dichloro-, benzenesulfonate",Rat,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,-2.482,log(mol/kg),https://doi.org/10.1021/tx900189p
1946,"2-Benzoxazolinone, 4,5,7-trichloro-",Rat,O=c1[nH]c2c(Cl)c(Cl)cc(Cl)c2o1,-2.678,log(mol/kg),https://doi.org/10.1021/tx900189p
1947,"Benzene, 1,3,5-trichloro-",Rat,Clc1cc(Cl)cc(Cl)c1,-2.356,log(mol/kg),https://doi.org/10.1021/tx900189p
1948,"Benzene, 1,1'-(dichloroethenylidene)bis(4-chloro- (9CI)",Rat,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-2.5580000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
1949,"Benzophenone, 4'-chloro-2-(2-imidazol-2-yl)-",Rat,O=C(c1ccc(Cl)cc1)c1ccccc1-c1ncc[nH]1,-2.673,log(mol/kg),https://doi.org/10.1021/tx900189p
1950,"Benzene, 1,1'-(2,2,2-trichloroethylidene)bis(4-chloro-",Rat,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-3.61,log(mol/kg),https://doi.org/10.1021/tx900189p
1951,"Piperidine, 1-(2-((4-chlorophenyl)phenylmethoxy)ethyl)- (9CI)",Rat,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,-2.152,log(mol/kg),https://doi.org/10.1021/tx900189p
1952,"3-Azabicyclo(3.1.0)hexane-2,4-dione, 1-(4-chlorophenyl)-",Rat,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,-2.155,log(mol/kg),https://doi.org/10.1021/tx900189p
1953,"1,3-Indandione, 2-(p-chlorophenyl)-",Rat,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,-2.947,log(mol/kg),https://doi.org/10.1021/tx900189p
1954,"Benzene, 1-chloro-4-nitro-",Rat,O=[N+]([O-])c1ccc(Cl)cc1,-2.574,log(mol/kg),https://doi.org/10.1021/tx900189p
1955,"1H-Pyrrole-2,5-dione, 1-(4-chlorophenyl)- (9CI)",Rat,O=C1C=CC(=O)N1c1ccc(Cl)cc1,-2.674,log(mol/kg),https://doi.org/10.1021/tx900189p
1956,"Benzene, 1,2,4-trichloro-5-((4-chlorophenyl)sulfonyl)-",Rat,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,-2.799,log(mol/kg),https://doi.org/10.1021/tx900189p
1957,"Benzene, 1-chloro-4-(phenylsulfonyl)-",Rat,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,-2.257,log(mol/kg),https://doi.org/10.1021/tx900189p
1958,"Urea, 1-((p-chlorophenyl)sulfonyl)-3-cyclohexyl-",Rat,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,-2.318,log(mol/kg),https://doi.org/10.1021/tx900189p
1959,"Urea, 1-allyl-3-(p-chlorobenzenesulfonyl)-",Rat,C=CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-2.138,log(mol/kg),https://doi.org/10.1021/tx900189p
1960,"Benzenesulfonyl chloride, 4-chloro-",Rat,O=S(=O)(Cl)c1ccc(Cl)cc1,-1.696,log(mol/kg),https://doi.org/10.1021/tx900189p
1961,"Benzaldehyde, 4-chloro-",Rat,O=Cc1ccc(Cl)cc1,-1.951,log(mol/kg),https://doi.org/10.1021/tx900189p
1962,"Benzene, 1,1'-methylenebis(4-chloro-",Rat,Clc1ccc(Cc2ccc(Cl)cc2)cc1,-2.375,log(mol/kg),https://doi.org/10.1021/tx900189p
1963,"Benzene, 1,4-dichloro-2-nitro-",Rat,O=[N+]([O-])c1cc(Cl)ccc1Cl,-2.283,log(mol/kg),https://doi.org/10.1021/tx900189p
1964,"Benzene, 1,4-dichloro-",Rat,Clc1ccc(Cl)cc1,-2.468,log(mol/kg),https://doi.org/10.1021/tx900189p
1965,"Benzene, 1-chloro-4-(((4-chlorophenyl)methyl)thio)-",Rat,Clc1ccc(CSc2ccc(Cl)cc2)cc1,-2.129,log(mol/kg),https://doi.org/10.1021/tx900189p
1966,"Formamide, N-(4-chlorophenyl)- (9CI)",Rat,O=CNc1ccc(Cl)cc1,-2.317,log(mol/kg),https://doi.org/10.1021/tx900189p
1967,"Benzene, 1,1'-(methylenebis(oxy))bis(4-chloro- (9CI)",Rat,Clc1ccc(OCOc2ccc(Cl)cc2)cc1,-1.6669999999999998,log(mol/kg),https://doi.org/10.1021/tx900189p
1968,"Benzenesulfonic acid, p-chloro-, p-chlorophenyl ester (8CI)",Rat,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,-2.181,log(mol/kg),https://doi.org/10.1021/tx900189p
1969,"Benzenesulfonic acid, 4-chlorophenyl ester",Rat,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,-2.299,log(mol/kg),https://doi.org/10.1021/tx900189p
1970,"Benzene, 1,2,4-trichloro-5-((4-chlorophenyl)thio)-",Rat,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,-1.913,log(mol/kg),https://doi.org/10.1021/tx900189p
1971,"Diimide, ((p-chlorophenyl)thio)(2,4,5-trichlorophenyl)-",Rat,Clc1ccc(SN=Nc2cc(Cl)c(Cl)cc2Cl)cc1,-1.945,log(mol/kg),https://doi.org/10.1021/tx900189p
1972,"2H-Benzimidazol-2-one, 1,3-dihydro-5-chloro-1-(1-(3-(2,3-dihydro-2-oxo-1H-benzimidazol-1-yl)propyl)-4-piperidinyl)-",Rat,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,-1.91,log(mol/kg),https://doi.org/10.1021/tx900189p
1973,"2(3H)-Benzoxazolone, 5-chloro-",Rat,O=c1[nH]c2cc(Cl)ccc2o1,-2.347,log(mol/kg),https://doi.org/10.1021/tx900189p
1974,"2(3H)-Benzoxazolethione, 5-chloro- (9CI)",Rat,S=c1[nH]c2cc(Cl)ccc2o1,-2.269,log(mol/kg),https://doi.org/10.1021/tx900189p
1975,"Dibenz(b,f)(1,4)oxazepine, 2-chloro-11-(1-piperazinyl)-",Rat,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,-3.0010000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
1976,"Pyridine, 2-chloro-6-(trichloromethyl)-",Rat,Clc1cccc(C(Cl)(Cl)Cl)n1,-2.39,log(mol/kg),https://doi.org/10.1021/tx900189p
1977,"Benzonitrile, 2,6-dichloro-",Rat,N#Cc1c(Cl)cccc1Cl,-1.803,log(mol/kg),https://doi.org/10.1021/tx900189p
1978,"2-Imidazoline, 2-(N-allyl-2,6-dichloroanilino)-",Rat,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,-2.733,log(mol/kg),https://doi.org/10.1021/tx900189p
1979,"1H-Imidazol-2-amine, N-(2,6-dichlorophenyl)-4,5-dihydro-",Rat,Clc1cccc(Cl)c1N=C1NCCN1,-3.1660000000000004,log(mol/kg),https://doi.org/10.1021/tx900189p
1980,"Benzene, chloro-",Rat,Clc1ccccc1,-1.692,log(mol/kg),https://doi.org/10.1021/tx900189p
1981,"Propanedinitrile, ((2-chlorophenyl)methylene)-",Rat,N#CC(C#N)=Cc1ccccc1Cl,-3.025,log(mol/kg),https://doi.org/10.1021/tx900189p
1982,"1,3,5-Triazin-2-amine, 4,6-dichloro-N-(2-chlorophenyl)- (9CI)",Rat,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,-2.009,log(mol/kg),https://doi.org/10.1021/tx900189p
1983,"2H-1,4-Benzodiazepin-2-one, 7-chloro-5-(2-chlorophenyl)-1,3-dihydro- (9CI)",Rat,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,-2.1830000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
1984,"2(3H)-Benzoxazolone, 6-chloro- (9CI)",Rat,O=c1[nH]c2ccc(Cl)cc2o1,-2.15,log(mol/kg),https://doi.org/10.1021/tx900189p
1985,"2(3H)-Benzoxazolone, 6-bromo-5-chloro-",Rat,O=c1[nH]c2cc(Cl)c(Br)cc2o1,-2.696,log(mol/kg),https://doi.org/10.1021/tx900189p
1986,"Benzoxazole, 5-chloro-",Rat,Clc1ccc2ocnc2c1,-2.373,log(mol/kg),https://doi.org/10.1021/tx900189p
1987,"Dibenzo(b,e)(1,4)dioxin, 2,3,7,8-tetrachloro-",Rat,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,-10.207,log(mol/kg),https://doi.org/10.1021/tx900189p
1988,"4-Cyclohexene-1,2-dicarboxylic anhydride, 4-chloro-",Rat,O=C1OC(=O)C2CC(Cl)=CCC12,-1.741,log(mol/kg),https://doi.org/10.1021/tx900189p
1989,"1,3,5-Triazine, 2,4,6-trichloro-",Rat,Clc1nc(Cl)nc(Cl)n1,-2.58,log(mol/kg),https://doi.org/10.1021/tx900189p
1990,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, (1alpha,2alpha,3beta,4alpha,5alpha,6beta)-",Rat,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-3.583,log(mol/kg),https://doi.org/10.1021/tx900189p
